interview__key;date_q;hh_02;settlement;members;memnal;weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_1n;hous_29_2n;hous_29_3n;hous_29_4n;hous_29_5n;hous_29_6n;hous_39;hous_44;soc_01;soc_05;hous_47_8
01-34-61-54;2019,08;1;1;6;6;164,703704;137809,2262;0;21726,19048;4068,087878;61957,97619;55502,77832;0;276996,1712;141000;196502,7783;55502,77832;;;;41000;;;;;;;;;;;;100000;1;;2;;;1;;;1;2;5;3;69;75040,375;1;988,222229;3,66519;2;1;1;0;0;1;0;0;0;1;1;2;;1
01-39-36-20;2019,06;5;2;2;2;156,842593;18684,52381;14390,65611;0;2368,154762;38238,09524;6600;0;77913,27516;116333,3333;137323,9894;20990,65611;;;39333,33333;77000;;;;;;;;;;;;;;;;;;;2;;2;1;3;1;77;49671,34375;1;313,685181;1,827663;1;1;2;0;0;0;0;0;1;2;3;2;;
01-39-76-95;2019,02;9;2;2;2;117,314815;34935,71429;13405,09253;0;2481,465203;17366,36905;5000;0;70707,17586;50000;68405,09253;18405,09253;;;;50000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;67;55016,96484;1;234,629623;1,827663;1;1;1;0;0;0;0;0;1;1;3;2;;1
01-40-94-42;2019,05;6;2;2;2;146,666667;5062,202381;12729,83675;0;1677,34881;8647,02381;4300;0;30739,06294;52000;69029,83675;17029,83675;;;;52000;;;;;;;;;;;;;;;;;1;;;;1;2;2;3;65;32639,13281;2;293,333344;1,827663;1;1;2;0;0;0;0;0;1;2;4;2;;1
01-42-04-58;2019,07;1;1;1;1;326,87963;9928,869048;488,839286;0;1166,370158;2694,047619;30967,65862;0;44079,41457;76000;107456,4979;31456,49791;;;;47000;18000;;;;;;;;11000;;;;;;;;;1;;;1;2;6;2;67;51640,14063;1;326,879639;1;1;1;1;0;0;1;0;0;0;1;4;1;2;2
01-43-60-95;2019,03;11;2;2;2;99,796296;23898,80952;82038,09524;0;2946,381776;47906,25;71315,47489;0;225158,6297;92375;245728,5701;153353,5701;;;17875;68000;;;;;;;;;6500;;;;;;;;;;2;;2;1;1;1;79;128323,2734;1;199,59259;1,827663;1;1;1;0;0;0;0;0;1;4;4;2;;2
01-44-06-54;2019,11;4;1;2;2;109,824074;68589,58333;0;0;2296,115288;4236,607143;26511,11133;0;99337,3018;175000;201511,1113;26511,11133;90000;;;85000;;;;;;;;;;;;;;;;;1;;;;1;1;6;1;65;51776,42188;1;219,648148;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;1
01-49-03-34;2019,03;3;2;3;3;222,138889;15208,33333;31956,0327;3258,928571;3942,877601;26940,47619;42859,52389;25000;145223,2947;481666,6667;556482,2233;74815,55659;410000;;71666,66667;;;;;;;;;;;;;;;;;;;;;;;1;6;1;59;67874,15625;1;666,416687;2,600731;1;1;1;0;0;1;0;0;0;2;3;2;;
01-49-62-92;2019,11;1;1;5;5;247,472222;117886,3095;0;24767,85714;3445,624976;110157,7381;108477,7773;0;361289,6821;320000;428477,7773;108477,7773;320000;;;;;;;;;;;;;;;;;;1;;;;;;;1;6;1;42;98694,17188;1;1237,361084;3,807887;2;1;1;0;0;1;0;0;0;1;3;2;;1
01-51-86-35;2019,04;4;1;11;11;109,824074;83515,47619;162,946429;0;17701,02572;6626,488095;62251,38867;0;152556,2994;409000;471414,3351;62414,3351;355000;;;36000;;;18000;;;;;;;;;;1;;2;1;;;;1;1;2;4;3;85;23062,01758;3;1208,064819;7,154445;2;1;1;0;0;0;0;0;0;2;2;2;;
01-52-24-17;2019,11;3;1;4;4;91,064815;53026,38889;0;0;2820,434349;171521,6667;172969,4434;0;397517,4989;600000;772969,4434;172969,4434;45000;400000;;;;;;;;;;120000;35000;;;;1;;1;;;;;;;1;6;1;39;173099,5625;1;364,259247;2,197527;2;1;1;0;0;1;0;0;0;1;2;2;;1
01-53-45-63;2019,09;7;1;6;6;199,569444;38716,07143;407,366071;0;2294,218068;38336,90476;84683,33398;37500;199643,6762;645301,6667;730392,3667;85090,70006;130000;170000;;72000;;;;;;;;29166,66667;;244135;;;;;1;1;;2;;;2;1;3;1;66;41424,41406;2;1197,416626;4,266974;1;1;1;0;0;1;0;0;0;2;3;2;;
01-54-05-61;2019,03;8;1;4;4;185,768519;35066,07143;0;0;3570,995663;4301,785714;36466,66699;0;75834,52414;78000;114466,667;36466,66699;;;;60000;18000;;;;;;;;;;;;;;;1;;1;1;;2;1;3;1;77;33568,40625;2;743,074097;3,340352;1;1;1;0;0;1;0;0;0;1;3;1;10;1
01-54-94-54;2019,03;6;1;2;2;156,330247;37673,21429;282,440476;0;3645,171954;1086,309524;23429,16675;0;62471,13103;137600;161311,6072;23711,60722;100000;;;37600;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;76;71556,78906;1;312,660492;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;1
01-57-44-87;2019,1;4;2;6;6;192,157407;51165,17857;206,398825;0;10103,71314;63071,13095;10000;0;124442,7083;28400;38606,39883;10206,39883;;;2400;26000;;;;;;;;;;;;;1;;1;1;1;;;;1;2;5;3;64;38341,94922;2;1152,944458;3,919655;1;1;2;0;0;0;;0;1;2;3;2;;
01-58-66-14;2019,02;5;1;1;1;192,638889;16859,52381;2107,440476;0;2200,863095;27809,52381;11300;0;58076,4881;88000;101407,4405;13407,44048;85000;;;;;;;;;;;;3000;;;;;;;;;;;;;2;3;4;56;59584,47656;1;192,638885;1;1;1;1;0;0;0;0;0;1;1;3;2;;
01-61-04-39;2019,03;6;2;9;9;146,666667;12861,90476;16924,70238;0;4447,758557;47074,40476;9708,33342;0;86569,34533;96000;122633,0358;26633,0358;;;;25500;70500;;;;;;;;;;;;2;;4;1;;;;;;1;2;1;38;26997,17383;2;1320;5,130148;4;1;3;0;0;0;0;0;1;4;5;1;7;1
01-62-83-17;2019,1;9;1;3;3;117,453704;93878,86905;3367,559524;0;1960,316379;7214,583333;20750;0;125211,0119;287000;311117,5595;24117,55952;224000;;;63000;;;;;;;;;;;;;;;;;;;1;;1;1;2;3;80;54903,63672;1;352,361115;2,600731;2;1;1;0;1;0;0;0;0;1;2;2;;1
01-63-24-41;2019,01;5;2;3;3;156,842593;19553,57143;23842,07895;0;5605,357143;22000;9600;58333,33333;133328,9837;39166,66667;72608,74561;33442,07895;;;39166,66667;;;;;;;;;;;;;;;;;;;;;;;1;3;1;56;56651,01172;1;470,527771;2,600731;1;1;2;0;0;0;0;0;1;2;5;2;;
01-67-29-33;2019,02;11;1;5;5;150,777778;45016,66667;3888,011894;3345,833333;885,221553;103633,9286;72044,44336;0;227928,8838;138000;213932,4553;75932,45525;108000;;;30000;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;80;48985,77734;1;753,888916;4,056056;2;1;1;0;1;0;0;0;0;2;3;2;;1
01-67-86-74;2019,11;10;2;3;3;40,74537;49970,2381;27086,53605;0;3868,062343;133044,6429;46845,63481;0;256947,0518;186250;260182,1709;73932,17086;150000;;6250;30000;;;;;;;;;;;;;;;;;1;;;;1;1;5;1;64;87020,25;1;122,236115;2,600731;1;1;1;0;0;0;0;0;1;1;3;2;;
01-75-35-03;2019,11;8;2;6;5;126,657407;82152,65152;20990,90664;0;3254,306838;8157,19697;29500;0;140800,7551;136450;186940,9066;50490,90664;;;25000;;;;;;;;;;;111450;;;;;2;;;;;;;1;;3;62;50420,95703;1;633,287048;2,884799;1;1;1;0;0;1;0;0;0;1;3;2;;
01-75-84-86;2019,01;11;2;4;3;99,796296;1086,309524;102155,4943;0;2272,093932;52859,82143;54951,78506;0;211053,4103;55860;212967,2794;157107,2794;;;;33000;;;;;;;;;;22860;;;;;;;;;;1;1;1;3;1;57;95659,74219;1;299,388885;2,601145;1;1;1;0;0;0;0;0;1;4;3;2;;1
01-76-24-78;2019,03;1;1;1;1;317,287037;31698,51191;0;0;3006,340628;21682,7381;24700;0;78081,25;64166,66667;88866,66667;24700;;60000;;;;;;;;;4166,666667;;;;;;;;;;;;;;;2;3;4;44;97196,66406;1;317,287048;1;2;1;1;0;1;0;0;0;0;1;3;2;;
01-77-78-54;2019,03;10;2;5;5;40,74537;47211,01191;13057,44048;0;2592,292902;95102,67857;64769,44275;0;220140,5737;112250;190076,8832;77826,88323;70000;;6250;;36000;;;;;;;;;;;;1;;1;1;;;;;;1;3;1;42;59716,01953;1;203,726852;3,557276;1;1;1;0;0;1;0;0;1;2;4;1;14;1
01-79-16-34;2019,06;1;1;1;1;24,027778;27613,9881;244,419643;0;4121,595454;5214,285714;6269,444336;0;39342,13779;0;6513,863979;6513,863979;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;1;3;69;42898,86328;2;24,027779;1;1;1;1;0;0;0;0;0;1;1;5;2;;
01-85-80-67;2019,01;1;1;1;1;24,027778;28008,68056;0;0;2484,801522;166353,8194;28900;0;223262,5;98500;127400;28900;;56000;;42500;;;;;;;;;;;;;;;;;;1;;;1;2;5;3;68;86372,96875;1;24,027779;1;1;1;1;0;0;1;0;0;0;1;2;2;;
01-87-05-23;2019,11;1;1;4;4;21,481481;71348,80952;0;0;3935,063229;98617,26191;104625;0;274591,0714;180000;284625;104625;180000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;53;79656,79688;1;85,925926;3,340352;2;1;1;0;1;0;0;0;0;1;3;2;;1
01-90-16-54;2019,01;1;1;4;3;326,87963;34240,47619;25316,5101;5214,285714;2224,860981;3150,297619;41708,33398;0;109629,9036;0;67024,84408;67024,84408;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;1;36;63913,82031;1;980,638916;2,064397;2;1;1;0;1;0;0;0;0;1;4;2;;1
01-90-87-73;2019,07;4;1;3;3;109,824074;10341,66667;0;0;5845,149907;3584,821429;38800;0;52726,4881;296500;335300;38800;296500;;;;;;;;;;;;;;;;;;;;;;;;;2;6;4;58;36377,40234;2;329,472229;2,600731;2;1;1;0;0;1;0;0;0;2;3;2;;
01-91-12-69;2019,09;3;1;4;4;91,064815;121253,869;4038,041568;1086,309524;2900,880931;89468,45238;31583,33344;0;247430,006;200000;235621,375;35621,375;175000;;;;;;;;;;;;25000;;;;;;;2;;;;;;1;6;1;39;72219,10156;1;364,259247;2,825577;2;1;1;0;1;0;0;0;0;2;3;2;;1
01-91-27-84;2019,07;10;2;3;3;40,74537;16729,16667;11585,76563;0;4311,178448;8295,454545;12150;0;48760,38684;7500;31235,76563;23735,76563;;;7500;;;;;;;;;;;;;;;;;;;;;;;1;3;1;50;38953,35156;2;122,236115;2,108784;1;1;1;0;0;0;0;0;1;2;3;2;;1
01-91-59-81;2019,04;4;1;6;6;109,824074;80821,42857;0;0;1240,487881;13000;53895,13892;0;147716,5675;394266,6667;448161,8056;53895,13892;177600;;;100000;;;;;;;16666,66667;;100000;;;;1;;1;;;;;;;1;3;1;58;59572,82422;1;658,944458;2,379485;1;1;1;0;0;0;0;0;0;1;3;2;;1
01-94-50-62;2019,02;1;1;4;4;21,481481;102591,0714;0;39107,14286;4409,852533;211222,0238;128288,8882;0;481209,1263;350000;478288,8882;128288,8882;350000;;;;;;;;;;;;;;;;;;;1;;;;;;1;6;1;45;116930;1;85,925926;3,084571;1;1;1;0;0;1;0;0;0;1;1;2;;1
01-94-79-21;2019,02;9;1;4;4;117,453704;63505,65476;15298,0625;0;1603,151457;66482,14286;50500;0;195785,8601;170000;235798,0625;65798,0625;158000;;;;;;;;;;;;12000;;;;2;;;;;;;;;1;2;1;25;39830,53906;2;469,814819;2,825577;2;1;1;0;0;1;0;0;0;1;3;2;;1
01-94-90-42;2019,11;9;1;6;6;117,453704;121623,2143;0;9559,52381;1645,365333;28719,04762;29600;25833,33333;215335,119;670000;699600;29600;670000;;;;;;;;;;;;;;;;;;2;;;;;;;1;3;1;56;51782,77344;1;704,722229;4,266974;2;1;1;0;0;1;0;0;0;1;3;2;;1
02-02-67-86;2019,07;8;1;1;1;185,768519;55488,69048;3282,516957;0;1560,072148;17511,30952;14250;0;90532,51696;100000;117532,517;17532,51696;100000;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;28;81550,89063;1;185,768524;1;2;1;1;0;0;1;0;0;0;1;3;2;;
02-02-88-37;2019,06;5;1;2;2;192,638889;45147,02381;1955,357143;0;4258,333333;18690,47619;27538,88867;0;93331,74582;315000;344494,2458;29494,24582;;250000;;65000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;68;78367,73438;1;385,277771;1,827663;2;1;1;0;0;1;0;0;0;2;2;2;;
02-04-48-12;2019,02;2;1;4;4;76,87037;26397,32143;1086,309524;0;3172,02381;3258,928571;18713,88892;0;49456,44844;40000;59800,19844;19800,19844;;;;40000;;;;;;;;;;;;;;;1;;;;1;;1;2;3;3;74;21823,37891;3;307,481476;3,084571;2;1;1;0;0;0;0;0;0;2;3;2;;
02-05-58-94;2019,12;9;1;4;4;117,453704;111955,0595;0;2715,77381;2282,493742;23855,35714;28500;0;167026,1905;310000;338500;28500;230000;80000;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;53;60636,80469;1;469,814819;3,340352;2;1;1;0;1;1;0;0;0;1;2;2;;1
02-07-63-86;2019,08;7;2;3;3;259,527778;1955,357143;5799,15574;0;1112,694062;3823,809524;5500;0;17078,32241;83333,33333;94632,48907;11299,15574;;;3333,333333;30000;;50000;;;;;;;;;;;1;;;;;;;;;2;2;2;33;11509,73438;3;778,583313;2,334661;1;1;2;0;0;0;0;0;1;2;5;2;;3
02-09-98-04;2019,04;1;1;4;3;164,703704;46928,57143;0;0;1523,417314;2476,785714;15033,33331;0;64438,69046;167300;182333,3333;15033,33331;;;;;;;;;;;;;37000;130300;;;;;2;;;;;;;1;;5;38;39858,35156;2;494,111115;2,064397;3;1;1;0;0;0;0;0;0;1;3;2;;2
02-10-45-49;2019,07;1;1;9;9;254,351852;159730,9524;0;14100,29762;11332,37717;102587,2024;70081,94531;0;346500,3977;579000;649081,9453;70081,94531;579000;;;;;;;;;;;;;;;;;;;2;;;;;;1;3;1;61;49527,23047;1;2289,166748;6,763803;1;1;1;0;1;0;0;0;1;1;3;2;;1
02-10-76-39;2019,11;2;2;5;4;128,05314;53185,71429;42712,08954;0;3802,77221;66382,44048;53805,55469;0;216085,799;164416,6667;260934,3109;96517,64423;77000;15000;38416,66667;34000;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;82;70005,71094;1;512,212585;3,34075;1;1;1;0;0;0;0;0;1;3;3;2;;1
02-11-22-54;2019,06;1;1;2;2;294,296296;89618,56061;0;0;7352,886913;36306,43939;161583,3281;0;287508,3281;202600;364183,3281;161583,3281;;48000;;47000;;;;;;;;;;107600;;;;;;;1;;;;1;2;5;3;65;146153,5;1;588,59259;1,481947;2;1;1;;;1;;;;1;3;2;;
02-11-41-74;2019,01;9;2;1;1;117,314815;17706,84524;11149,33782;0;2123,484437;3258,928571;6500;0;38615,11163;180291,6667;197941,0045;17649,33782;170000;;4291,666667;;;;;;;;;;6000;;;;;;;;;;;;;1;6;2;27;72399,07813;1;117,314812;1;1;1;1;0;0;0;0;0;1;2;3;2;;1
02-14-70-14;2019,1;6;1;4;4;156,330247;48232,14286;869,047619;0;1425,896736;1347,02381;0;5166,666667;55614,88095;0;869,047619;869,047619;;;;;;;;;;;;;;;;;;;2;;;;;;;1;5;1;45;26614,18555;2;625,320984;2,825577;2;1;1;0;0;0;0;0;0;1;4;2;;
02-16-46-40;2019,07;9;1;3;3;117,453704;57824,25595;2226,934524;0;1109,933623;14580,65476;16025;0;90656,84524;116000;134251,9345;18251,93452;;40000;;76000;;;;;;;;;;;;;;;;;1;1;;;2;1;5;1;69;50528,48047;1;352,361115;2,600731;2;1;1;0;0;0;0;0;1;2;3;2;;3
02-16-98-15;2019,09;6;1;1;1;156,330247;14925,89286;0;0;944,690234;600;8802,777832;0;24328,67069;42000;50802,77783;8802,777832;;;;42000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;68;44344,00781;1;156,330246;1;4;1;1;0;1;0;0;0;1;1;3;2;;
02-21-94-99;2019,03;3;2;8;7;222,138889;59551,4881;3476,190476;2498,511905;6192,709831;269513,3929;66533,33301;0;401572,9163;257400;327409,5235;70009,52348;229900;;2000;25500;;;;;;;;;;;;;1;;;;;1;;;1;1;3;1;45;90267,99219;1;1554,972168;5,198595;1;1;2;0;0;1;0;0;0;2;3;2;;1
02-22-44-67;2019,12;8;2;6;6;126,657407;101874,1071;31031,719;0;2028,984802;25077,97619;19620,8335;0;177604,6358;53000;103652,5525;50652,55249;;;5000;48000;;;;;;;;;;;;;;;1;;;;1;;1;2;3;3;79;29032,62891;2;759,944458;4,511097;1;1;1;0;0;0;0;0;1;2;3;2;;1
02-25-29-60;2019,02;1;1;2;2;164,703704;72065,77381;0;7604,166667;3605,983485;108804,7619;88833,33203;0;277308,0344;295000;383833,332;88833,33203;250000;;;45000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;68;157972,7188;1;329,40741;1,827663;2;1;2;0;0;1;0;0;0;1;4;2;;1
02-34-05-75;2019,02;6;1;5;5;156,330247;57400,59524;0;19336,30952;4366,360776;5301,190476;66387,5;0;148425,5952;177000;243387,5;66387,5;45000;80000;;52000;;;;;;;;;;;;;;;1;1;;1;;;1;1;5;3;67;55883,51172;1;781,651245;3,557276;2;1;1;0;0;1;0;0;0;1;2;2;;1
02-35-03-12;2019,05;1;1;6;6;118,388889;131117,5595;9937,239603;0;4233,63311;139731,369;55205,55566;0;335991,7238;181000;246142,7953;65142,79527;120000;;;61000;;;;;;;;;;;;;;;1;1;2;;;;2;1;4;1;63;87071,04688;1;710,333313;4,266974;2;1;1;0;0;1;0;0;0;1;3;2;;3
02-36-71-00;2019,03;1;1;2;2;254,351852;36130,65476;0;0;9513,616743;10906,54762;62416,66602;22500;131953,8684;179000;241416,666;62416,66602;95000;;;64000;;;;;;;;;;20000;;;;;;;;;1;;1;2;3;3;77;72242,70313;1;508,703705;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;1
02-37-12-25;2019,08;7;2;3;3;259,527778;8082,142857;6387,275104;0;2352,642892;46259,82143;28686,11133;0;89415,35072;83833,33333;118906,7198;35073,38643;;;13833,33333;70000;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;80;43184,14453;2;778,583313;2,600731;1;1;2;0;0;0;0;0;1;2;4;2;;1
02-40-28-44;2019,04;10;2;5;5;40,74537;56509,82143;116954,5221;0;6485,906868;153136,4286;28500;0;355100,7721;152000;297454,5221;145454,5221;152000;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;47;74009,80469;1;203,726852;4,056056;1;1;1;0;0;1;0;1;0;5;3;2;;1
02-44-98-59;2019,04;4;2;2;2;192,157407;48166,96429;23366,83092;0;2624,298353;54625;29011,11133;0;155169,9065;765000;817377,9422;52377,94225;60000;80000;625000;;;;;;;;;;;;;;;;;;;;;;;1;6;2;34;98023,53125;1;384,314819;1,827663;1;1;1;0;0;1;0;0;0;2;3;2;;
02-47-65-13;2019,07;4;2;4;4;192,157407;59986,01191;1564,285714;0;1278,863201;112142,8571;65483,33325;0;239176,488;276341,6667;343389,2856;67047,61897;105000;10000;120541,6667;40800;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;58;60047,68359;1;768,629639;3,340352;1;1;1;0;0;0;0;0;1;2;3;2;;1
02-48-30-85;2019,1;1;1;8;8;21,481481;103286,3095;0;0;5852,812465;6170,238095;85077,77734;0;194534,325;261500;346577,7773;85077,77734;120000;;;104500;37000;;;;;;;;;;;;1;1;1;;;1;;;1;1;5;1;67;42620,41406;2;171,851852;5,401654;1;1;1;0;0;0;0;0;1;1;3;1;3;1
02-48-62-96;2019,06;1;1;6;6;92,657407;51100;0;4171,428571;7137,37707;46174,10714;49370,83398;0;150816,3697;309000;358370,834;49370,83398;250000;;;59000;;;;;;;;;;;;;1;1;;;;;;;;1;6;1;61;43705,90234;2;555,944458;4,266974;2;1;1;0;0;1;0;0;0;1;3;2;;2
02-50-09-93;2019,05;5;2;6;5;156,842593;22160,71429;36190,40179;0;4288,75;68437,5;31500;0;158288,6161;112500;180190,4018;67690,40179;80000;;32500;;;;;;;;;;;;;;2;;;;;;;;;1;;1;50;41454,53906;2;784,212952;3,55767;1;2;;0;0;0;0;0;1;4;2;2;;
02-52-13-39;2019,07;4;2;6;5;192,157407;42778,86905;4617,528525;0;2435,037342;118777,0833;36722,22266;0;202895,7036;306666,6667;348006,4178;41339,75118;217000;;2666,666667;87000;;;;;;;;;;;;;;;;;;1;1;;2;1;6;1;79;63957,96875;1;960,787048;4,056442;1;1;1;0;0;1;0;0;0;2;3;2;;
02-52-96-19;2019,08;8;2;5;4;126,657407;52838,09524;27201,19048;0;6621,396019;0;7500;0;87539,28571;84083,33333;118784,5238;34701,19048;;;49583,33333;;34500;;;;;;;;;;;;;;1;2;;;;;;1;;1;40;54314,375;1;506,629639;2,825985;1;1;1;0;0;0;0;0;1;1;3;1;6;
02-55-66-76;2019,03;11;2;4;4;99,796296;28635,11905;37367,26464;0;1939,962567;55253,27381;11700;0;132955,6575;102666,6667;151733,9313;49067,26464;27000;;35666,66667;40000;;;;;;;;;;;;;;;;;;;;1;1;1;5;1;59;38029,65625;2;399,185181;3,340352;1;3;;0;0;0;0;0;1;2;4;2;;1
02-56-77-20;2019,05;10;2;7;7;40,74537;85014,58333;53532,55535;8255,952381;5924,66825;131235,119;37452,77734;0;315490,9875;367750;458735,3327;90985,33269;;200000;21250;142000;;;;;4500;;;;;;;;1;;;2;;1;1;;2;1;3;1;73;58624,85547;1;285,21759;4,812363;1;1;1;0;0;0;0;0;1;2;3;2;;1
02-58-59-43;2019,04;3;2;2;2;222,138889;32002,67857;13640,29684;0;1843,915286;16496,13095;4600;0;66739,10636;64166,66667;82406,9635;18240,29684;60000;;4166,666667;;;;;;;;;;;;;;;;;;;;;;;1;3;2;50;45588,83594;1;444,277771;1,827663;1;1;1;0;0;1;0;0;0;2;3;2;;
02-58-86-40;2019,1;1;1;4;3;326,87963;32654,46429;27105,02619;10428,57143;2533,124976;19358,03571;94833,33337;0;184379,431;260450;382388,3596;121938,3596;;;;;;;;;4700;;;;20000;235750;;;;;1;1;;;;;;1;;1;41;58398,5625;1;980,638916;2,064397;2;1;1;0;0;0;0;0;0;1;3;2;;1
02-66-61-39;2019,12;1;1;7;7;92,657407;119798,2143;0;5996,428571;2271,287173;38411,90476;280941,6563;0;445148,2039;354000;634941,6563;280941,6563;275000;;;79000;;;;;;;;;;;;;;;2;1;;2;;;2;1;6;1;66;86842,44531;1;648,601868;4,718781;2;1;1;0;0;1;0;0;0;1;3;2;;1
02-67-93-69;2019,02;7;2;6;4;259,527778;14056,84524;40837,53272;0;3656,517857;14991,07143;31000;0;100885,4494;682466,6667;754304,1994;71837,53272;80000;340000;151016,6667;;;;;;;;;;;111450;;;;;;;1;;;;1;1;3;1;57;51088,92969;1;1038,111084;3,341148;1;1;1;0;0;0;0;0;1;4;2;2;;1
02-69-21-78;2019,03;8;1;7;7;185,768519;173527,0833;0;0;9045,995663;60000;23248,61133;0;256775,6947;58000;81248,61133;23248,61133;;;;58000;;;;;;;;;;;;;1;;2;;;;;;;1;3;1;60;57083,16406;1;1300,379639;4,718781;1;1;1;0;0;0;0;0;1;1;2;2;;1
02-69-43-41;2019,11;1;1;2;2;173,953704;64961,30952;2092,964965;20205,35714;1541,361589;18380,35714;54305,55469;30833,33333;190778,8768;78000;134398,5197;56398,51965;65000;;;;;;;;;;;;13000;;;;;;;;;;;;;2;3;3;56;86405,44531;1;347,90741;1,827663;2;1;1;0;1;1;0;0;0;1;3;2;;1
02-72-99-95;2019,06;1;1;1;1;92,657407;18641,07143;0;2237,797619;5683,91423;23638,09524;22966,6665;21250;88733,63079;0;22966,6665;22966,6665;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;4;42;88390,61719;1;92,65741;1;2;1;1;0;0;1;0;0;0;1;3;2;;1
02-73-17-88;2019,1;4;1;4;4;109,824074;49796,42857;0;0;3689,545534;119397,3214;281041,6563;12500;462735,4063;166666,6667;447708,3229;281041,6563;150000;;;;;;;;;16666,66667;;;;;;;1;;1;;;;;;;1;6;1;33;166959,4063;1;439,296295;2,825577;2;1;1;0;0;1;0;0;0;1;2;2;;
02-74-85-36;2019,12;5;1;4;4;192,638889;52664,28571;0;0;2198,228603;16555,35714;18000;0;87219,64286;0;18000;18000;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;5;1;39;36097,73828;2;770,555542;3,084571;2;1;1;0;0;0;0;0;1;1;2;2;;
02-75-28-85;2019,03;3;1;5;5;91,064815;100918,1548;1892,894345;0;4062,435552;198903,2738;60041,66675;1250;363005,9897;400000;461934,5611;61934,56109;;400000;;;;;;;;;;;;;;;1;1;;;;;;;;2;3;3;56;119046,2734;1;455,324066;3,319715;2;1;1;0;0;1;0;0;0;1;3;2;;2
02-77-46-62;2019,03;9;1;3;3;117,453704;65743,45238;0;6409,22619;4475,595258;39389,58333;87286,90346;0;198829,1654;326000;413286,9035;87286,90346;270000;;;56000;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;73;85849,10156;1;352,361115;2,600731;2;1;1;0;0;1;0;0;0;1;2;2;;1
02-82-07-58;2019,1;9;1;2;2;117,453704;56640,17857;608,333333;0;2878,153465;36135,41667;76605,27734;0;169989,2059;89000;166213,6107;77213,61068;;;;89000;;;;;;;;;;;;;;;;;;;1;;1;1;6;1;71;70628,89844;1;234,90741;1,827663;2;1;1;0;0;1;0;0;0;1;4;2;;2
02-82-50-07;2019,04;5;1;3;3;192,638889;6300,595238;21001,62202;0;2876,547619;67257,44048;22511,11133;0;117070,7691;213666,6667;257179,4;43512,73335;160000;;11666,66667;42000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;67;53581,5;1;577,916687;2,600731;1;2;;0;0;1;0;0;0;2;3;2;;1
02-83-35-39;2019,11;10;2;5;5;40,74537;119928,5714;15616,11729;0;1430,383772;91699,40476;451905,5625;0;679149,656;317000;784521,6798;467521,6798;250000;;;67000;;;;;;;;;;;;;;1;;;;;;1;1;1;6;3;82;170162,2969;1;203,726852;3,807887;1;1;1;0;0;1;0;0;0;1;3;2;;
02-85-30-79;2019,03;9;1;3;3;117,453704;72304,76191;1215,488765;0;6893,478838;3693,452381;50550;2958,333333;130722,0364;223000;274765,4888;51765,48877;160000;;;63000;;;;;;;;;;;;;;;;;;;;;;1;5;1;58;58433,20313;1;352,361115;2,600731;2;1;1;0;0;1;0;0;0;1;2;2;;1
02-86-88-62;2019,1;2;2;4;4;128,05314;66286,60714;14773,80952;0;6094,885305;81581,84524;34500;0;197142,2619;167666,6667;216940,4762;49273,80952;50000;;81666,66667;36000;;;;;;;;;;;;;;;;;;;;1;1;2;0;3;83;70128,03125;1;512,212585;3,340352;1;1;1;0;0;0;0;0;1;2;3;2;;
