interview__key;date_q;hh_02;settlement;members;memnal;weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_1n;hous_29_2n;hous_29_3n;hous_29_4n;hous_29_5n;hous_29_6n;hous_39;hous_44;soc_01;soc_05;hous_47_8
57-81-03-87;2019,04;9;1;2;2;117,453704;42083,63095;1429,983378;0;1021,618684;1586,011905;10058,3335;0;55157,95973;83500;94988,31687;11488,31687;;;;65500;18000;;;;;;;;;;;;;;;;;;;1;1;2;3;3;81;35337,57813;2;234,90741;1,827663;3;1;1;0;0;0;0;0;0;1;3;1;8;1
57-81-53-45;2019,08;1;1;3;3;254,351852;53207,44048;0;9755,059524;5683,322266;36065,47619;65044,44336;0;164072,4196;181600;246644,4434;65044,44336;90000;;;91600;;;;;;;;;;;;;;;;;;;;1;1;1;6;3;93;69571,6875;1;763,055542;2,600731;2;1;1;0;0;1;0;0;0;1;3;2;;1
57-81-67-48;2019,06;3;2;4;4;222,138889;66645,08929;28023,60389;0;3197,49377;152793,4524;20400;0;267862,1456;130833,3333;179256,9372;48423,60389;80000;;50833,33333;;;;;;;;;;;;;;;1;;;;;;;;1;3;1;32;83083,91406;1;888,555542;3,084571;1;1;1;0;0;0;0;0;1;2;4;2;;1
57-83-65-95;2019,01;3;1;8;8;91,064815;186736,6071;81,473214;11732,14286;10871,78577;69333,33333;148513,8889;5666,666667;422064,1121;540000;688595,3621;148595,3621;;440000;;100000;;;;;;;;;;;;;2;;1;;;;;;;1;5;1;62;82381,55469;1;728,518494;5,401654;1;1;1;0;0;0;0;0;1;1;3;2;;1
57-86-54-59;2019,04;3;1;5;5;91,064815;53229,16667;2835,267857;9559,52381;2013,148807;103217,2619;132255,5547;0;301096,7749;410000;545090,8225;135090,8225;410000;;;;;;;;;;;;;;;;1;;1;1;;;;;;1;3;1;36;87224,82031;1;455,324066;3,303996;2;1;1;0;0;0;0;0;0;1;3;2;;1
57-90-06-61;2019,06;11;1;3;3;150,777778;205986,0119;2389,880952;0;3882,159858;132991,9643;42764,33301;0;384132,1902;395000;440154,214;45154,21396;395000;;;;;;;;;;;;;;;;;;1;;;;;;;1;3;1;46;127719,1172;1;452,333344;2,334661;2;1;1;0;1;1;0;0;0;1;3;2;;1
57-90-25-08;2019,1;2;2;3;3;128,05314;53098,80952;0;0;1992,026711;14882,44048;14300;0;82281,25;170000;184300;14300;170000;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;57;36531,30469;2;384,159424;2,600731;2;1;1;0;0;1;0;0;0;2;2;2;;
57-91-36-84;2019,01;5;2;6;6;156,842593;81473,21429;24868,108;0;5904,092262;46000;16200;0;168541,3223;132166,6667;173234,7747;41068,108;;;4166,666667;128000;;;;;;;;;;;;;;;;;;1;1;;2;1;6;1;75;52290,42969;1;941,055542;4,75326;1;1;1;0;0;0;0;0;1;2;2;2;;
57-92-23-92;2019,08;11;2;3;3;99,796296;30916,36905;12820,77825;0;2087,266161;20335,71429;9200;0;73272,86159;135350;157370,7783;22020,77825;55000;;18750;61600;;;;;;;;;;;;;;;;;;2;;;2;1;2;1;70;35442,40625;2;299,388885;2,600731;1;3;;0;0;0;0;0;1;2;4;2;;1
57-97-92-56;2019,06;5;2;7;6;156,842593;52794,64286;26662,55721;0;5377,956342;80178,57143;27000;0;186635,7715;104750;158412,5572;53662,55721;;;49750;55000;;;;;;;;;;;;;;;;1;1;;1;;2;1;3;1;71;36620,89063;2;941,055542;4,753638;1;1;1;0;0;0;0;0;1;2;2;2;;
57-98-08-00;2019,11;1;1;1;1;326,87963;15794,94048;7473,935875;0;970,037196;0;21308,33301;0;44577,20936;56100;84882,26888;28782,26888;;;;33100;18000;;;;;;;;5000;;;;;;;;;;1;;1;2;5;2;75;56294,51953;1;326,879639;1;2;1;1;0;0;1;0;0;0;1;3;1;15;1
57-98-13-14;2019,04;11;1;3;3;150,777778;74433,92857;325,892857;3693,452381;2279,23256;66816,96429;15900;0;161170,2381;138000;154225,8929;16225,89286;138000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;45;47948,625;1;452,333344;2,600731;2;1;1;0;0;0;0;0;0;1;4;2;;1
58-01-95-05;2019,07;4;1;1;1;109,824074;7169,642857;0;0;2835,670191;15794,94048;19741,66675;0;42706,25008;70000;89741,66675;19741,66675;40000;;;30000;;;;;;;;;;;;;;;;;;;;;;2;6;3;58;87502,34375;1;109,824074;1;2;1;1;0;0;1;0;0;0;2;3;2;;
58-04-32-66;2019,1;6;2;7;4;146,666667;40258,63095;26054,1367;0;2708,557249;0;81402,78125;0;147715,5489;93500;200956,9179;107456,9179;;9000;9500;75000;;;;;;;;;;;;;;;;1;;;1;1;2;2;2;3;77;68014,15625;1;586,666687;3,08578;1;1;1;0;0;0;0;0;1;1;3;2;;
58-04-40-57;2019,07;1;1;3;1;254,351852;22182,44048;2955,924086;0;505,629987;11073,80952;5069,444336;0;41281,61842;48000;56025,36842;8025,368422;;;;40000;;;;;;;;;8000;;;;;;;;;;;1;1;2;1;3;86;36044,94531;2;254,351852;1,000953;1;1;1;0;0;0;0;0;0;1;5;2;;2
58-06-82-62;2019,09;1;1;4;3;173,953704;104285,7143;7281,89484;24333,33333;5532,831423;39346,13095;83434,74033;3104,166667;261785,9804;205000;295716,6352;90716,63517;190000;;;;;;;;;;;;;15000;;;;;;1;;;;;;1;;1;55;102931,4531;1;521,861084;2,601145;2;1;1;0;1;1;0;0;0;1;3;2;;1
58-07-36-45;2019,1;7;1;5;5;199,569444;38672,61905;0;0;2692,630622;52852,97619;29819,44434;12500;133845,0396;157500;187319,4443;29819,44434;132000;;;25500;;;;;;;;;;;;;;;;;;;;;;1;3;1;56;35594,14844;2;997,847229;4,056056;2;1;1;0;0;1;0;0;0;1;3;2;;1
58-10-10-99;2019,01;4;2;4;4;192,157407;21422,02381;9706,175595;0;3854,950411;81212,5;47400;0;159740,6994;182000;239106,1756;57106,1756;150000;;32000;;;;;;;;;;;;;;;;;;;;;;;1;6;1;55;72905,125;1;768,629639;3,340352;1;1;1;0;0;1;0;0;0;2;3;2;;
58-11-19-31;2019,08;1;1;4;4;164,703704;92271,13095;0;0;3885,261986;43281,54762;110738,8828;158333,3333;404624,8947;400000;510738,8828;110738,8828;150000;250000;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;55;73931,48438;1;658,814819;3,340352;2;1;1;0;0;1;0;0;0;1;2;2;;1
58-11-65-19;2019,02;8;1;2;2;185,768519;32936,90476;0;0;2676,271641;13035,71429;43341,66675;0;89314,2858;252000;295341,6667;43341,66675;252000;;;;;;;;;;;;;;;;;;;;;;;;;2;6;4;56;83002,03125;1;371,537048;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;
58-12-74-20;2019,03;7;1;6;5;199,569444;126098,8095;0;0;6872,954045;17380,95238;100269,4443;2083,333333;245832,5396;501600;601869,4443;100269,4443;90000;;;35000;;;;;;;;;;376600;;;;;1;1;1;;;;1;2;5;3;65;67492,4375;1;997,847229;3,808277;2;1;1;0;1;1;0;0;0;1;3;2;;1
58-25-06-45;2019,01;3;1;2;2;91,064815;11427,97619;7108,809524;0;3871,607175;434,52381;4500;0;23471,30952;83000;94608,80952;11608,80952;58000;;;25000;;;;;;;;;;;;;;;;;1;;;;1;2;5;3;63;32930,52344;2;182,129623;1,827663;2;1;1;0;1;0;0;0;0;1;5;2;;1
58-25-12-06;2019,05;10;1;4;4;51,435185;128054,1667;0;0;5867,849033;39498,21429;36400;0;203952,381;29000;65400;36400;;;;;29000;;;;;;;;;;;;;;2;;;;;;;1;5;1;35;49803,44531;1;205,740738;2,825577;2;1;1;0;0;0;0;0;1;1;3;2;;1
58-27-15-56;2019,02;7;1;3;3;199,569444;30090,77381;3802,083333;0;5016,173174;7061,011905;30238,88867;0;71192,75772;83000;117040,972;34040,97201;;;;65000;18000;;;;;;;;;;;;;;;;;;2;;2;1;5;1;72;46337,81641;1;598,708313;2,600731;2;1;1;0;1;0;0;0;0;1;4;1;4;2
58-29-75-94;2019,03;4;2;4;4;192,157407;83906,54762;5052,295368;0;3346,661014;25376,19048;67909,72266;0;182244,7561;80000;152962,018;72962,01803;;80000;;;;;;;;;;;;;;;;1;1;;;;;;;1;3;1;33;71009,89063;1;768,629639;2,825577;1;1;1;0;0;1;0;0;1;2;3;2;;1
58-30-20-85;2019,01;1;1;3;3;254,351852;26114,88095;1782,977669;0;4120,472263;20270,53571;34080;0;82248,39434;77000;112862,9777;35862,97767;;;;;29000;;;;;;;;;48000;;;;;2;;;;;;;;;;;34435,72266;2;763,055542;2,825577;2;1;1;0;0;1;0;0;0;3;4;1;10;1
58-30-61-72;2019,09;1;1;2;2;164,703704;30155,95238;0;0;3146,727237;10906,54762;78138,88867;0;119201,3887;244000;322138,8887;78138,88867;220000;;;;24000;;;;;;;;;;;;;;;1;;;;;;2;3;2;40;45260,14453;1;329,40741;1,827663;2;1;1;0;0;0;0;0;0;1;3;1;3;2
58-30-97-01;2019,11;6;1;4;4;156,330247;51599,70238;0;0;1760,433875;82239,58333;37300;0;171139,2857;350000;387300;37300;200000;;;;;150000;;;;;;;;;;;1;;1;;;;;;;1;6;1;30;69991,6875;1;625,320984;2,825577;2;1;1;0;0;1;0;0;0;1;2;2;;1
58-34-30-15;2019,07;6;1;1;1;156,330247;7821,428571;2091,145833;0;1400,541183;0;8100;0;18012,57441;40000;50191,14583;10191,14583;;;;40000;;;;;;;;;;;;;;;;;;;;1;1;2;3;3;81;41029,00781;2;156,330246;1;1;1;1;0;0;0;0;0;1;1;4;2;;
58-34-31-55;2019,1;11;1;7;7;150,777778;59182,14286;1629,464286;2389,880952;3094,53374;73964,88095;32197,22217;0;169363,5912;110000;143826,6865;33826,68645;110000;;;;;;;;;;;;;;;;2;;1;;;;;;;2;5;3;56;40865,92188;2;1055,444458;4,718781;2;1;1;0;0;1;0;0;0;1;3;2;;3
58-37-19-35;2019,01;1;1;5;5;173,953704;58877,97619;271,577381;6517,857143;1393,594086;13100,89286;52600;0;131368,3036;144800;197671,5774;52871,57738;110000;;;34800;;;;;;;;;;;;;;;;;1;1;;;2;1;6;1;68;33316,21094;2;869,768494;4,056056;1;1;1;0;0;1;0;0;0;1;5;2;;2
58-39-49-95;2019,1;1;1;2;2;24,027778;27939,88095;0;0;1379,778266;6083,333333;6500;0;40523,21429;140000;146500;6500;140000;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;45;28971,26953;2;48,055557;1,827663;1;1;1;0;1;0;0;0;0;1;4;2;;
58-43-91-10;2019,01;1;1;8;8;173,953704;82668,15476;7819,476169;23029,76191;21366,29802;23094,94048;90947,22266;0;227559,556;318000;416766,6988;98766,69883;220000;;;98000;;;;;;;;;;;;;1;;2;;;;2;;2;1;6;1;77;61742,26563;1;1391,629639;5,401654;2;1;1;0;0;1;0;0;0;1;3;2;;1
58-45-28-97;2019,07;2;2;1;1;128,05314;19727,38095;0;0;1359,602131;9994,047619;3900;0;33621,42857;50000;53900;3900;50000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;57;88348,17188;1;128,053146;0,547408;1;1;2;0;0;0;0;0;1;2;4;2;;
58-45-53-50;2019,06;3;2;4;4;222,138889;29895,2381;7983,341715;0;4039,144294;13470,2381;18716,66663;0;70065,48453;162916,6667;189616,675;26700,00834;125000;;6916,666667;;31000;;;;;;;;;;;;;1;1;;;;;;;2;3;4;55;48799,58203;1;888,555542;1,946849;1;1;1;0;0;0;0;0;1;2;4;1;4;1
58-46-24-70;2019,07;1;1;3;3;21,481481;79474,40476;65,178571;0;3862,062058;15794,94048;277570,8438;0;372905,3676;120000;397636,0223;277636,0223;120000;;;;;;;;;;;;;;;;1;;;;;;;;;1;6;1;28;141313,5625;1;64,444443;2,334661;2;1;1;0;0;0;0;0;1;1;3;2;;1
58-49-35-89;2019,1;10;1;4;4;51,435185;50404,76191;0;0;6473,254551;48692,97619;21000;0;120097,7381;200000;221000;21000;200000;;;;;;;;;;;;;;;;1;;1;;;;;;;1;5;1;33;45830,67578;1;205,740738;2,825577;2;1;1;0;0;1;0;0;0;1;2;2;;1
58-49-84-00;2019,05;2;2;4;3;128,05314;49492,26191;14088,07664;0;2837,368054;10645,83333;19238,88867;0;93465,06055;124041,6667;157368,632;33326,96531;;;55041,66667;69000;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;80;38035,28125;2;384,159424;2,601145;1;1;2;0;0;0;0;0;1;3;3;2;;
58-49-88-61;2019,04;9;1;3;3;117,453704;60659,52381;37902,06087;0;1468,956513;46989,88095;51616,66699;0;197168,1326;183083,3333;272602,0612;89518,72786;160000;20000;3083,333333;;;;;;;;;;;;;;;;1;;;;;;;1;3;1;55;88048,01563;1;352,361115;2,334661;1;1;1;0;0;1;0;1;0;2;3;2;;
58-52-08-16;2019,1;3;2;6;6;222,138889;46580,95238;5078,497024;0;4935,112636;53998,51191;121719,4375;0;227377,3988;73000;199797,9345;126797,9345;;;12500;25000;35500;;;;;;;;;;;;;;1;2;1;;;;1;1;3;1;40;64719,08984;1;1332,833374;4,020745;1;1;1;0;0;0;0;0;1;2;3;1;6;1
58-54-89-09;2019,03;5;2;3;3;156,842593;25202,38095;25272,60524;0;5263,169643;41497,02381;19700;0;111672,01;94833,33333;139805,9386;44972,60524;;;94833,33333;;;;;;;;;;;;;;;;;;;;;;;1;3;1;44;48431,93359;1;470,527771;2,600731;1;1;1;0;0;0;0;0;1;2;3;2;;
58-57-57-69;2019,01;5;1;5;5;192,638889;37586,30952;0;0;5792,202381;14230,65476;62100;0;113916,9643;150000;212100;62100;120000;;;30000;;;;;;;;;;;;;1;;;;;1;;;1;1;3;1;66;62835,08984;1;963,194458;3,807887;2;1;1;0;0;1;0;0;0;2;2;2;;
58-59-09-78;2019,11;6;2;5;2;146,666667;17185,41667;7551,942094;0;2019,464707;0;13177,77783;0;37915,13659;58700;79429,71993;20729,71993;;;;29300;29400;;;;;;;;;;;;;;;;;;;;;2;3;3;49;46182,33203;1;293,333344;1,828665;1;3;;0;1;1;0;0;1;2;3;1;1;1
58-59-11-63;2019,01;9;1;4;4;117,453704;52077,67857;2730,904037;5648,809524;8881,787369;7147,916667;33321,42857;0;100926,7374;200000;236052,3326;36052,33261;200000;;;;;;;;;;;;;;;;;;1;1;;;;;;1;3;1;50;56360,52344;1;469,814819;2,825577;2;1;1;0;1;0;0;0;0;1;3;2;;1
58-60-68-33;2019,1;6;1;3;3;156,330247;26484,22619;7109,049172;0;1197,159289;7169,642857;26373,21429;0;67136,13251;42000;75482,26346;33482,26346;;;;;25000;;;;;;;;17000;;;;;;2;;;;;;;2;3;4;30;26816,08008;2;468,990753;2,063969;4;1;1;0;1;0;0;0;0;2;4;1;7;
58-66-40-67;2019,12;6;1;2;2;156,330247;93392,20238;0;0;1631,683099;0;23651,38867;0;117043,5911;110000;133651,3887;23651,38867;110000;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;58;40990,17188;2;312,660492;1,827663;2;1;1;0;1;0;0;0;0;1;3;2;;2
58-74-65-91;2019,06;10;2;1;1;40,74537;10254,76191;431,32345;0;2083,925073;1086,309524;13711,11133;0;25483,50621;42000;56142,43478;14142,43478;;;;42000;;;;;;;;;;;;;;;;;;;;1;1;2;1;3;85;51916,03125;1;40,745369;1;1;1;2;0;0;0;0;0;1;2;3;2;;
58-76-19-59;2019,06;1;1;6;6;118,388889;143349,4048;0;108630,9524;6857,471315;71187,55952;138206,3514;58333,33333;519707,6014;450000;588206,3514;138206,3514;215000;200000;;35000;;;;;;;;;;;;;;1;1;;1;;;;1;1;6;1;63;102401,1641;1;710,333313;4,266974;2;1;1;0;0;1;0;0;0;1;3;2;;1
58-80-96-79;2019,11;6;2;2;2;146,666667;35739,58333;2219,330357;0;2508,303992;0;33322,77734;0;71281,69103;74000;109542,1077;35542,1077;;;;74000;;;;;;;;;;;;;;;;;;1;1;;2;1;3;1;72;51617,69531;1;293,333344;1,827663;1;3;;0;0;0;0;0;1;2;3;2;;1
58-85-04-68;2019,08;1;1;1;1;164,703704;89490,17857;0;39107,14286;1442,307594;174265,7738;8200;3583,333333;314646,4286;170000;178200;8200;170000;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;60;299993,5938;1;164,703705;1;2;1;1;0;0;1;0;0;0;1;3;2;;1
58-85-54-27;2019,01;5;1;4;3;192,638889;70827,38095;4345,238026;0;6661,25;32480,65476;86833,33301;0;194486,6067;335225;426403,571;91178,57103;95000;;;;;;;;;;;;;240225;;;;;;1;;;;;;1;6;1;51;125598,5703;1;577,916687;2,335081;2;1;1;0;0;1;0;0;0;2;2;2;;
58-88-10-95;2019,12;1;1;3;2;92,657407;43756,54762;0;0;1841,707569;34544,64286;43602,7771;0;121903,9676;90000;133602,7771;43602,7771;90000;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;42;77220,8125;1;185,314819;1,828099;2;1;1;0;0;1;0;0;0;1;3;2;;2
58-88-29-07;2019,08;11;2;5;5;99,796296;76975,89286;57997,67666;0;2972,34978;77180,35714;73416,66675;18333,33333;303903,9267;302833,3333;434247,6767;131414,3434;90000;50000;135833,3333;;;;;;;;;;27000;;;;;;1;;;;;;;1;3;1;52;68312,70313;1;498,981476;3,807887;1;3;;0;0;0;0;0;1;2;3;2;;1
58-90-04-80;2019,11;10;1;2;2;51,435185;51056,54762;0;0;3439,447653;12036,30952;13383,33325;0;76476,1904;88500;101883,3333;13383,33325;;45000;;25500;18000;;;;;;;;;;;;;;;;;;;;;2;3;4;58;50027,75781;1;102,870369;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;1
58-91-80-23;2019,07;1;1;6;6;92,657407;38585,71429;0;0;5928,349393;14404,46429;141947,2227;0;194937,4012;106000;247947,2227;141947,2227;;;;76000;30000;;;;;;;;;;;;1;;;1;;;1;1;2;1;3;1;79;35233,49219;2;555,944458;4,266974;2;1;1;0;0;1;0;0;0;1;3;1;13;2
58-93-18-52;2019,04;10;2;2;2;40,74537;1086,309524;5489,484178;0;1564,924725;21840,77381;10169,44434;0;38586,01185;25500;41158,92851;15658,92851;;;;25500;;;;;;;;;;;;;;;;;1;;;;1;2;3;3;63;41143,67578;2;81,490738;1,827663;1;1;2;0;0;1;0;0;0;1;5;2;;2
58-94-73-27;2019,07;8;2;4;4;126,657407;21487,20238;28105,84974;0;1840,683594;16902,97619;16830,55566;0;83326,58397;488000;532936,4054;44936,4054;150000;60000;235000;43000;;;;;;;;;;;;;;;;1;;;;1;1;1;2;1;58;33407,21875;2;506,629639;3,340352;1;1;1;0;0;0;0;0;1;3;4;2;;1
58-96-37-36;2019,03;6;2;5;5;146,666667;13969,94048;23244,12584;0;5284,013207;0;19538,88892;0;56752,95523;78000;120783,0148;42783,01476;78000;;;;;;;;;;;;;;;;1;;;;;;;;;1;5;1;58;45367,08594;1;733,333313;3,807887;1;1;1;0;0;0;0;0;1;1;2;2;;
59-02-91-18;2019,11;8;1;4;3;185,768519;47754,16667;0;0;4966,05778;18000;423436,125;0;489190,2917;231450;654886,125;423436,125;;120000;;;;;;;;;;;;111450;;;;;;;;;;;;1;3;1;58;210705,2969;1;557,305542;2,601145;1;1;1;0;0;1;0;0;0;1;2;2;;1
59-09-66-82;2019,1;2;2;4;4;128,05314;70132,14286;0;0;3922,266258;87788,69048;17566,66669;0;175487,5;300000;317566,6667;17566,66669;300000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;61;56446,60938;1;512,212585;3,340352;1;1;1;0;0;1;0;0;0;2;3;2;;1
59-10-82-08;2019,03;11;2;4;3;99,796296;22052,08333;5477,974663;1303,571429;1516,301853;41107,7381;12700;0;82641,36752;0;18177,97466;18177,97466;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;45;43721,94922;2;299,388885;2,601145;1;3;;0;0;0;0;0;1;2;4;2;;1
59-13-46-55;2019,05;2;2;3;3;128,05314;16403,27381;2172,619048;0;3032,903768;8147,321429;9902,777649;0;36625,99194;0;12075,3967;12075,3967;;;;;;;;;;;;;;;;;;;;1;;;;;;1;3;1;44;30744,25;2;384,159424;2,600731;1;1;2;0;0;0;0;0;0;3;4;2;;
59-13-94-29;2019,06;2;1;4;4;76,87037;35000,89286;260,714286;0;3094,46131;26227,67857;13200;0;74689,28571;223500;236960,7143;13460,71429;180000;;;25500;18000;;;;;;;;;;;;;;;2;;;;;;1;3;1;49;35679,0625;2;307,481476;3,084571;1;1;1;0;0;1;0;0;0;1;2;1;3;1
59-14-44-85;2019,05;1;1;1;1;164,703704;72674,10714;0;0;1881,476514;40519,34524;112710,714;0;225904,1663;197600;310310,714;112710,714;;;;40000;;;;;;;;;;157600;;;;;;;1;;;;1;1;6;4;64;219281,5469;1;164,703705;1;2;1;1;0;1;1;0;0;0;1;3;2;;1
59-15-19-15;2019,09;1;1;4;3;317,287037;74738,09524;0;2824,404762;4280,522926;18554,16667;17200;0;113316,6667;165000;182200;17200;83000;;;82000;;;;;;;;;;;;;;;;;;;2;;2;1;3;1;73;53652,89453;1;951,861084;2,601145;2;1;1;0;1;0;0;0;0;1;3;2;;1
59-16-73-39;2019,01;1;1;3;3;92,657407;45646,72619;318,28869;0;3998,282257;117430,0595;45727,77783;0;209122,8522;80000;126046,0665;46046,06652;;80000;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;61;57135,61719;1;277,972229;2,600731;2;1;1;0;0;1;0;0;0;1;3;2;;2
59-24-84-34;2019,01;4;2;4;4;192,157407;27505,35714;33990,625;0;1016,889174;28678,57143;11500;0;101674,5536;216666,6667;262157,2917;45490,625;;;216666,6667;;;;;;;;;;;;;;;;;1;;;;;;1;2;1;41;48872,53906;1;768,629639;3,084571;2;1;1;0;0;0;0;0;1;2;3;2;;
59-27-35-15;2019,07;6;1;4;3;156,330247;24789,58333;6745,982143;0;2138,832608;27331,54762;16600;0;75467,1131;60000;83345,98214;23345,98214;60000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;50;38651,84375;2;468,990753;2,601145;1;1;1;0;0;0;0;0;1;1;4;2;;
59-32-69-87;2019,07;1;1;4;4;164,703704;63592,55952;0;0;2184,903341;53772,32143;91344,44531;0;208709,3263;158000;249344,4453;91344,44531;85000;;;73000;;;;;;;;;;;;;;;;;;;2;;2;1;6;1;73;62904,92188;1;658,814819;3,340352;2;1;1;0;0;1;0;0;0;1;3;2;;1
59-33-16-91;2019,06;5;1;5;4;192,638889;67351,19048;0;0;5062,202381;29556,54762;92930,55469;0;189838,2928;280000;372930,5547;92930,55469;;240000;;40000;;;;;;;;;;;;;;;;;;;1;;1;2;3;3;79;71864,05469;1;770,555542;3,34075;1;1;1;0;0;1;0;0;0;1;2;2;;1
59-34-52-64;2019,06;7;1;3;3;199,569444;47384,82143;0;0;4099,635583;13796,13095;23738,88867;0;84919,84105;160000;183738,8887;23738,88867;160000;;;;;;;;;;;;;;;;;;;;;;1;;1;1;5;3;78;45592,69141;1;598,708313;2,600731;1;1;1;0;1;0;0;0;0;1;3;2;;1
59-35-38-66;2019,09;4;2;2;2;192,157407;26505,95238;0;0;4006,991124;0;18869,44434;0;45375,39672;68000;86869,44434;18869,44434;;;;68000;;;;;;;;;;;;;;;;;;;2;;2;1;5;1;79;41005,75;2;384,314819;1,827663;2;5;;0;0;0;0;0;1;2;4;2;;
59-36-62-17;2019,05;11;2;1;1;99,796296;32263,39286;2691,353279;0;2093,659249;7365,178571;10618,05566;0;52937,98037;45000;58309,40894;13309,40894;;;;39000;;;;;;;;;6000;;;;;;;;;;;1;1;2;3;3;83;52546,50391;1;99,796295;1;1;1;1;0;0;0;0;0;1;2;4;2;;1
59-38-04-10;2019,03;2;2;4;4;128,05314;49905,05952;15860,11905;0;4267,02381;28091,96429;32125;0;125982,1429;126000;173985,119;47985,11905;60000;66000;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;52;51306,55469;1;512,212585;3,340352;2;1;1;0;0;1;0;0;0;1;1;2;;1
59-38-13-89;2019,05;6;1;1;1;156,330247;30503,57143;0;0;1710,67885;98920,28571;13400;41666,66667;184490,5238;100000;113400;13400;100000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;52;168878,3906;1;156,330246;1;1;1;1;0;0;0;0;0;1;1;3;2;;
59-38-58-03;2019,11;6;1;1;1;156,330247;17772,02381;380,208333;0;735,477742;0;7500;0;25652,23214;55000;62880,20833;7880,208333;55000;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;51;48643,50781;1;156,330246;1;2;1;1;0;0;1;0;0;0;1;3;2;;
59-39-53-92;2019,1;7;1;7;5;199,569444;47580,35714;0;0;3228,805632;2389,880952;94808,33331;0;144778,5714;644450;739258,3333;94808,33331;110000;;;54000;;;;;;;;;;480450;;;1;;1;;1;;;;1;2;5;3;64;50822,39453;1;997,847229;3,558065;2;1;1;0;0;1;0;0;0;1;3;2;;
59-40-37-90;2019,12;1;1;5;5;118,388889;159296,4286;0;18250;2336,391328;162770,8929;241133,3281;18333,33333;599783,9829;150000;391133,3281;241133,3281;;150000;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;48;126047,9766;1;591,944458;4,056056;2;1;1;0;0;1;0;0;0;1;3;2;;1
59-41-19-23;2019,01;6;1;2;2;156,330247;52881,54762;4247,470238;6517,857143;6964,451055;6952,380952;38113,88892;0;108713,1449;150000;192361,3592;42361,35915;95000;;;55000;;;;;;;;;;;;;;;;;;1;;;1;1;7;1;68;78175,78125;1;312,660492;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;
59-44-13-68;2019,07;11;1;3;2;150,777778;16120,83333;4179,937212;0;1670,360646;30286,30952;26738,88867;0;77325,96874;228600;259518,8259;30918,82588;80000;;;;;;;;;;;;;148600;;;;;;;;;;;;1;5;1;56;57507,42578;1;301,555542;1,828099;1;1;1;0;0;0;0;0;1;1;4;2;;1
59-44-36-01;2019,03;2;1;5;5;76,87037;9450,892857;14306,84886;0;9461,755952;3584,821429;40366,66699;0;67709,23014;34375;89048,51585;54673,51585;;;34375;;;;;;;;;;;;;;;1;;;;;;;;1;5;1;62;29199,08203;2;384,351837;3,807887;1;1;1;0;0;0;0;0;0;2;2;2;;1
59-46-29-01;2019,03;2;2;4;4;128,05314;35305,05952;12818,01786;0;2652,767857;33035,71429;18000;0;99158,79167;212333,3333;243151,3512;30818,01786;120000;;53333,33333;39000;;;;;;;;;;;;;;;;;1;;;;1;1;3;1;65;34667,12109;2;512,212585;3,340352;1;1;1;0;0;0;0;0;1;4;2;2;;
59-47-29-25;2019,01;1;1;6;6;24,027778;53902,67857;0;0;3616,00038;264625;91183,3335;0;409711,0121;220000;311183,3335;91183,3335;220000;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;3;74;45147,71484;1;144,166672;4,75326;1;1;1;0;1;1;0;0;0;1;1;2;;
59-49-55-20;2019,09;7;1;3;3;199,569444;34131,84524;5206,734199;0;1421,66531;6800,297619;63597,22131;33333,33333;143069,4317;288600;357403,9555;68803,95551;;;;140000;;;;;;;;;;148600;;;;;;1;;;2;;2;1;6;1;72;55846,72656;1;598,708313;2,334661;1;1;1;0;1;0;0;0;0;2;3;2;;1
